cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,total
624.705.981-76,17:20,21/07/2023,Esponja de aço,5.5,2,21,Stephany,cartão_credito,11.0
921.543.870-04,17:18,09/07/2023,Alcatra,45.7,5,20,Maria Julia,pix,228.5
798.213.065-86,08:57,27/07/2023,Farinha,2.7,5,8,Isadora,pix,13.5
036.821.497-40,08:01,16/07/2023,Linguiça frango,9.7,9,4,Caroline,cartão_credito,87.3
846.732.951-37,09:05,23/07/2023,Refrigerante lata,4.7,8,18,Maria Luiza,cartão_credito,37.6
695.281.740-94,18:58,20/07/2023,Cerveja,7.5,9,16,Isadora,cartão_debito,67.5
123.407.685-35,16:31,22/07/2023,Cafe,9.5,9,1,Natália,cartão_credito,85.5
483.657.209-65,09:28,15/07/2023,Linguiça frango,9.7,2,6,Ana,cartão_debito,19.4
901.765.842-85,21:41,13/07/2023,Tomate,8.2,5,5,Caroline,cartão_credito,41.0
073.241.958-14,09:05,11/07/2023,Cenoura,7.1,10,15,Maria Cecília,cartão_debito,71.0
805.473.962-10,15:29,22/07/2023,Refrigerante lata,4.7,3,2,Maria Cecília,cartão_credito,14.1
805.473.962-10,13:01,16/07/2023,Linguiça frango,9.7,2,7,Milena,cartão_debito,19.4
845.607.391-10,13:56,08/07/2023,Farinha,2.7,6,15,Natália,dinheiro,16.2
640.825.931-60,14:44,28/07/2023,Gelatina,2.4,4,1,Maria Julia,cartão_credito,9.6
803.615.947-39,09:04,28/07/2023,Cenoura,7.1,3,14,Isadora,pix,21.3
047.853.961-48,12:20,25/07/2023,Ovos,18.2,6,20,Maria Luiza,cartão_credito,109.2
695.281.740-94,16:38,12/07/2023,Ovos,18.2,6,9,Maria Luiza,cartão_credito,109.2
073.241.958-14,09:04,07/07/2023,Cenoura,7.1,3,16,Ana,dinheiro,21.3
985.364.701-00,11:42,29/07/2023,Esponja de aço,5.5,8,14,Natália,cartão_debito,44.0
901.648.527-94,13:25,16/07/2023,Detergente liquido,2.5,9,6,Maria Luiza,pix,22.5
036.821.497-40,12:45,09/07/2023,Picanha,50.4,7,1,Maria Julia,dinheiro,352.8
857.132.409-32,17:53,01/07/2023,Escova dental,15.5,10,4,Natália,cartão_debito,155.0
823.570.469-29,10:41,11/07/2023,File de frango,19.2,6,4,Stephany,cartão_credito,115.2
154.293.076-61,16:59,21/07/2023,Vinho,17.7,7,19,Caroline,cartão_credito,123.9
943.102.856-51,11:35,11/07/2023,Vinho,17.7,2,3,Maria Cecília,cartão_debito,35.4
036.821.497-40,12:13,06/07/2023,Ovos,18.2,6,4,Natália,pix,109.2
546.078.231-71,22:20,23/07/2023,Detergente liquido,2.5,9,9,Stephany,dinheiro,22.5
073.241.958-14,19:14,15/07/2023,Detergente liquido,2.5,3,9,Brenda,cartão_credito,7.5
419.720.853-79,12:42,25/07/2023,Picanha,50.4,5,4,Stephany,dinheiro,252.0
048.196.375-84,13:27,02/07/2023,Sabonete,3.5,2,5,Maria Cecília,cartão_credito,7.0
864.279.053-92,08:00,16/07/2023,Arroz,21.7,6,6,Natália,cartão_credito,130.2
805.473.962-10,19:16,24/07/2023,Arroz,21.7,8,18,Milena,dinheiro,173.6
901.648.527-94,12:24,19/07/2023,Linguiça frango,9.7,2,2,Maria Luiza,cartão_credito,19.4
805.473.962-10,12:09,05/07/2023,Tomate,8.2,1,15,Milena,dinheiro,8.2
569.403.271-34,10:08,08/07/2023,Cafe,9.5,5,1,Natália,dinheiro,47.5
791.230.458-41,21:38,01/07/2023,File de frango,19.2,10,8,Stephany,dinheiro,192.0
564.823.109-15,20:37,03/07/2023,File de frango,19.2,10,6,Milena,cartão_credito,192.0
301.698.547-01,17:06,10/07/2023,Refrigerante lata,4.7,10,18,Maria Julia,cartão_debito,47.0
301.698.547-01,22:16,07/07/2023,Arroz,21.7,4,8,Stephany,pix,86.8
827.963.014-78,21:45,08/07/2023,Morango,7.5,6,10,Caroline,cartão_credito,45.0
483.657.209-65,19:45,08/07/2023,Escova dental,15.5,6,10,Natália,cartão_credito,93.0
034.278.591-50,22:32,07/07/2023,Ovos,18.2,2,11,Maria Cecília,cartão_debito,36.4
645.312.987-64,11:07,11/07/2023,Linguiça frango,9.7,10,5,Natália,cartão_debito,97.0
462.179.385-37,15:12,29/07/2023,Feijão,15.5,4,7,Isadora,cartão_credito,62.0
810.295.463-98,17:23,07/07/2023,Linguiça frango,9.7,7,14,Caroline,dinheiro,67.9
640.825.931-60,17:33,14/07/2023,Sal,2.3,6,9,Maria Luiza,dinheiro,13.8
546.078.231-71,14:23,16/07/2023,Ovos,18.2,10,12,Maria Luiza,dinheiro,182.0
065.138.274-26,11:22,21/07/2023,Cerveja,7.5,1,4,Maria Julia,pix,7.5
519.734.206-43,17:33,13/07/2023,File de frango,19.2,2,15,Natália,pix,38.4
065.138.274-26,21:15,21/07/2023,Sabonete,3.5,5,21,Maria Luiza,pix,17.5
546.078.231-71,19:09,14/07/2023,Cerveja,7.5,2,6,Milena,cartão_debito,15.0
921.543.870-04,13:03,02/07/2023,Esponja de aço,5.5,5,21,Maria Julia,cartão_debito,27.5
263.179.804-03,14:25,29/07/2023,Gelatina,2.4,3,13,Brenda,pix,7.2
695.281.740-94,13:04,17/07/2023,Picanha,50.4,8,14,Isadora,cartão_credito,403.2
418.907.352-05,11:00,28/07/2023,Ovos,18.2,1,4,Caroline,cartão_credito,18.2
624.705.981-76,14:15,13/07/2023,Linguiça frango,9.7,8,8,Natália,cartão_debito,77.6
768.023.591-03,17:24,24/07/2023,Esponja de aço,5.5,8,7,Milena,cartão_debito,44.0
802.613.579-21,19:09,18/07/2023,Vinho,17.7,5,8,Brenda,dinheiro,88.5
069.738.451-93,20:29,13/07/2023,Gelatina,2.4,1,10,Brenda,cartão_debito,2.4
645.312.987-64,22:25,01/07/2023,Escova dental,15.5,1,12,Maria Luiza,dinheiro,15.5
853.164.790-84,14:11,21/07/2023,Óleo de cozinha,8.9,3,20,Maria Cecília,pix,26.7
436.891.750-20,10:09,05/07/2023,Picanha,50.4,4,11,Caroline,pix,201.6
614.297.038-22,13:00,24/07/2023,Óleo de cozinha,8.9,1,9,Milena,dinheiro,8.9
569.403.271-34,08:30,05/07/2023,Cenoura,7.1,6,9,Maria Julia,pix,42.6
768.023.591-03,18:20,03/07/2023,Tomate,8.2,6,17,Brenda,cartão_credito,49.2
791.230.458-41,08:59,23/07/2023,Sabonete,3.5,3,3,Maria Julia,cartão_credito,10.5
689.231.745-64,13:06,20/07/2023,Linguiça frango,9.7,9,14,Brenda,cartão_credito,87.3
860.357.192-95,21:05,09/07/2023,Cenoura,7.1,6,1,Natália,cartão_debito,42.6
604.938.712-50,08:22,06/07/2023,Feijão,15.5,6,19,Caroline,pix,93.0
531.480.729-79,15:07,24/07/2023,Sabonete,3.5,10,6,Isadora,cartão_credito,35.0
846.732.951-37,17:26,22/07/2023,Açúcar,25.5,6,8,Isadora,pix,153.0
207.651.839-86,13:35,21/07/2023,Sal,2.3,7,4,Milena,pix,16.1
718.296.305-12,20:16,07/07/2023,File de frango,19.2,4,17,Maria Luiza,cartão_debito,76.8
846.732.951-37,08:32,12/07/2023,Óleo de cozinha,8.9,8,15,Maria Julia,cartão_credito,71.2
715.408.269-02,12:17,05/07/2023,Óleo de cozinha,8.9,8,8,Natália,dinheiro,71.2
629.475.813-00,16:38,21/07/2023,Vinho,17.7,7,21,Stephany,dinheiro,123.9
041.639.752-25,12:56,10/07/2023,Sal,2.3,4,20,Ana,cartão_credito,9.2
984.013.257-14,11:55,13/07/2023,Cafe,9.5,10,13,Stephany,pix,95.0
963.128.074-87,14:39,10/07/2023,Óleo de cozinha,8.9,1,11,Isadora,cartão_debito,8.9
718.296.305-12,13:40,07/07/2023,Gelatina,2.4,3,12,Caroline,cartão_credito,7.2
593.641.287-37,10:50,02/07/2023,Escova dental,15.5,6,19,Caroline,pix,93.0
012.875.936-40,11:13,17/07/2023,Morango,7.5,5,11,Maria Julia,dinheiro,37.5
640.825.931-60,09:12,13/07/2023,Vinho,17.7,10,20,Isadora,cartão_credito,177.0
123.407.685-35,10:47,20/07/2023,Vinho,17.7,7,19,Caroline,cartão_debito,123.9
215.873.490-60,12:41,15/07/2023,Sal,2.3,9,1,Caroline,pix,20.7
154.293.076-61,08:53,25/07/2023,Picanha,50.4,3,5,Stephany,cartão_credito,151.2
384.071.659-48,13:59,19/07/2023,Açúcar,25.5,3,21,Caroline,dinheiro,76.5
593.641.287-37,21:12,26/07/2023,Picanha,50.4,2,5,Isadora,cartão_debito,100.8
768.023.591-03,22:50,08/07/2023,Picanha,50.4,6,9,Caroline,cartão_credito,302.4
073.241.958-14,08:24,21/07/2023,Sabonete,3.5,8,5,Maria Luiza,cartão_credito,28.0
436.891.750-20,12:41,01/07/2023,Refrigerante lata,4.7,1,13,Maria Luiza,pix,4.7
921.543.870-04,11:00,16/07/2023,Detergente liquido,2.5,9,3,Maria Julia,pix,22.5
629.475.813-00,14:45,01/07/2023,Alcatra,45.7,6,9,Maria Luiza,dinheiro,274.2
629.475.813-00,09:59,29/07/2023,Escova dental,15.5,9,3,Maria Cecília,cartão_credito,139.5
360.478.219-87,17:13,13/07/2023,Gelatina,2.4,5,9,Brenda,dinheiro,12.0
157.296.043-43,16:28,10/07/2023,Picanha,50.4,4,3,Stephany,dinheiro,201.6
762.945.831-28,13:26,14/07/2023,Picanha,50.4,3,16,Brenda,cartão_credito,151.2
198.250.437-41,21:51,08/07/2023,Sabonete,3.5,8,8,Maria Julia,pix,28.0
198.250.437-41,12:53,28/07/2023,Detergente liquido,2.5,8,7,Ana,pix,20.0
295.073.846-00,12:15,04/07/2023,Cenoura,7.1,5,20,Ana,cartão_credito,35.5
652.378.904-74,08:03,16/07/2023,File de frango,19.2,10,2,Brenda,dinheiro,192.0
715.408.269-02,21:14,22/07/2023,Escova dental,15.5,5,9,Maria Julia,dinheiro,77.5
864.279.053-92,16:52,11/07/2023,Alcatra,45.7,10,14,Stephany,pix,457.0
906.172.385-02,20:59,29/07/2023,Açúcar,25.5,2,5,Brenda,pix,51.0
096.785.421-02,13:51,16/07/2023,Cerveja,7.5,2,15,Caroline,dinheiro,15.0
604.938.712-50,20:30,08/07/2023,Picanha,50.4,8,10,Maria Julia,dinheiro,403.2
215.873.490-60,21:33,11/07/2023,Picanha,50.4,8,21,Caroline,cartão_debito,403.2
483.261.759-19,09:14,03/07/2023,Óleo de cozinha,8.9,1,1,Natália,cartão_debito,8.9
614.297.038-22,18:27,24/07/2023,Escova dental,15.5,7,9,Brenda,cartão_debito,108.5
624.705.981-76,14:56,25/07/2023,Esponja de aço,5.5,4,1,Stephany,cartão_debito,22.0
295.073.846-00,11:11,25/07/2023,Cenoura,7.1,4,20,Maria Cecília,cartão_debito,28.4
802.613.579-21,13:21,24/07/2023,File de frango,19.2,6,20,Caroline,cartão_debito,115.2
768.023.591-03,11:38,20/07/2023,Sal,2.3,4,17,Stephany,cartão_debito,9.2
827.963.014-78,17:48,25/07/2023,File de frango,19.2,7,15,Milena,cartão_debito,134.4
198.250.437-41,16:07,07/07/2023,Óleo de cozinha,8.9,4,17,Maria Cecília,cartão_credito,35.6
269.731.504-70,19:35,04/07/2023,Morango,7.5,5,16,Ana,cartão_credito,37.5
369.841.052-42,18:34,10/07/2023,Vinho,17.7,2,21,Ana,cartão_credito,35.4
702.431.958-50,09:19,28/07/2023,Morango,7.5,6,14,Stephany,pix,45.0
462.179.385-37,16:44,16/07/2023,Arroz,21.7,8,4,Isadora,cartão_credito,173.6
569.403.271-34,14:29,16/07/2023,Alcatra,45.7,6,2,Natália,pix,274.2
048.196.375-84,12:09,25/07/2023,Refrigerante lata,4.7,5,10,Natália,dinheiro,23.5
604.938.712-50,10:27,04/07/2023,Alcatra,45.7,10,5,Caroline,dinheiro,457.0
785.146.023-90,20:15,08/07/2023,File de frango,19.2,6,7,Stephany,cartão_debito,115.2
805.473.962-10,08:46,24/07/2023,Linguiça frango,9.7,6,6,Natália,pix,58.2
980.267.513-02,10:27,16/07/2023,Alcatra,45.7,1,6,Caroline,pix,45.7
614.297.038-22,21:56,22/07/2023,Picanha,50.4,7,20,Natália,cartão_credito,352.8
295.073.846-00,14:34,20/07/2023,Gelatina,2.4,6,16,Caroline,cartão_debito,14.4
109.783.654-10,18:05,25/07/2023,Farinha,2.7,4,1,Maria Julia,dinheiro,10.8
810.295.463-98,10:39,15/07/2023,Vinho,17.7,2,7,Maria Luiza,dinheiro,35.4
689.231.745-64,09:27,27/07/2023,Detergente liquido,2.5,3,16,Maria Julia,cartão_debito,7.5
863.125.974-82,09:19,29/07/2023,Detergente liquido,2.5,3,5,Maria Julia,pix,7.5
130.294.586-60,09:34,19/07/2023,Esponja de aço,5.5,1,2,Isadora,cartão_debito,5.5
215.873.490-60,22:41,26/07/2023,Tomate,8.2,4,16,Caroline,pix,32.8
546.078.231-71,08:22,01/07/2023,Alcatra,45.7,1,19,Natália,cartão_debito,45.7
462.179.385-37,08:09,05/07/2023,Sabonete,3.5,10,6,Brenda,dinheiro,35.0
784.956.031-01,11:41,15/07/2023,Picanha,50.4,2,2,Maria Cecília,cartão_credito,100.8
921.543.870-04,10:23,28/07/2023,Sal,2.3,1,21,Maria Julia,cartão_credito,2.3
980.267.513-02,20:08,27/07/2023,Linguiça frango,9.7,5,2,Stephany,cartão_debito,48.5
702.431.958-50,14:20,19/07/2023,Farinha,2.7,1,21,Maria Luiza,cartão_debito,2.7
418.907.352-05,20:59,24/07/2023,Escova dental,15.5,1,8,Brenda,cartão_debito,15.5
109.783.654-10,09:07,12/07/2023,Picanha,50.4,1,12,Natália,pix,50.4
921.543.870-04,13:01,08/07/2023,Sal,2.3,6,16,Natália,cartão_debito,13.8
384.071.659-48,17:49,01/07/2023,Vinho,17.7,9,5,Isadora,dinheiro,159.3
047.853.961-48,22:12,01/07/2023,Sabonete,3.5,7,9,Caroline,cartão_credito,24.5
041.639.752-25,19:50,19/07/2023,Morango,7.5,1,19,Brenda,cartão_debito,7.5
752.631.049-52,13:27,16/07/2023,Detergente liquido,2.5,7,6,Isadora,dinheiro,17.5
803.615.947-39,22:58,16/07/2023,Gelatina,2.4,7,14,Brenda,cartão_debito,16.8
521.364.079-61,19:19,18/07/2023,Escova dental,15.5,3,21,Stephany,dinheiro,46.5
295.073.846-00,18:03,10/07/2023,Ovos,18.2,10,7,Stephany,dinheiro,182.0
048.196.375-84,14:48,06/07/2023,Detergente liquido,2.5,5,18,Ana,pix,12.5
823.570.469-29,14:15,27/07/2023,Cerveja,7.5,10,2,Stephany,dinheiro,75.0
805.473.962-10,09:59,25/07/2023,Detergente liquido,2.5,5,2,Brenda,dinheiro,12.5
047.853.961-48,21:21,14/07/2023,Açúcar,25.5,5,10,Maria Luiza,cartão_credito,127.5
846.732.951-37,13:31,03/07/2023,Gelatina,2.4,1,20,Milena,dinheiro,2.4
857.132.409-32,12:35,05/07/2023,Linguiça frango,9.7,6,1,Caroline,pix,58.2
468.307.129-04,19:20,20/07/2023,Morango,7.5,4,13,Maria Luiza,dinheiro,30.0
041.639.752-25,11:02,01/07/2023,Farinha,2.7,1,11,Maria Luiza,cartão_debito,2.7
215.873.490-60,12:46,01/07/2023,Tomate,8.2,9,16,Isadora,pix,73.8
901.648.527-94,12:24,14/07/2023,Escova dental,15.5,4,13,Maria Julia,pix,62.0
762.945.831-28,22:20,14/07/2023,Açúcar,25.5,3,3,Ana,dinheiro,76.5
069.738.451-93,20:31,13/07/2023,Vinho,17.7,9,2,Maria Julia,pix,159.3
483.657.209-65,15:24,10/07/2023,Feijão,15.5,2,9,Maria Luiza,cartão_credito,31.0
652.378.904-74,14:21,23/07/2023,Açúcar,25.5,8,15,Milena,cartão_debito,204.0
436.891.750-20,10:13,30/07/2023,Tomate,8.2,8,10,Natália,cartão_debito,65.6
123.407.685-35,13:48,09/07/2023,Gelatina,2.4,7,1,Isadora,dinheiro,16.8
845.607.391-10,16:24,16/07/2023,Sabonete,3.5,5,3,Maria Cecília,cartão_credito,17.5
564.823.109-15,08:20,23/07/2023,Sal,2.3,3,5,Maria Cecília,pix,6.9
138.456.920-06,21:14,26/07/2023,Sabonete,3.5,9,3,Brenda,dinheiro,31.5
802.613.579-21,18:55,19/07/2023,Linguiça frango,9.7,9,13,Maria Cecília,dinheiro,87.3
109.783.654-10,13:12,22/07/2023,Linguiça frango,9.7,5,21,Caroline,dinheiro,48.5
614.297.038-22,16:14,24/07/2023,Alcatra,45.7,2,11,Caroline,pix,91.4
369.841.052-42,11:17,07/07/2023,Farinha,2.7,10,14,Maria Luiza,pix,27.0
462.179.385-37,09:44,19/07/2023,Açúcar,25.5,2,9,Brenda,dinheiro,51.0
154.293.076-61,09:46,21/07/2023,Linguiça frango,9.7,2,3,Maria Cecília,pix,19.4
719.628.034-22,14:09,27/07/2023,Alcatra,45.7,5,7,Maria Cecília,cartão_credito,228.5
963.128.074-87,10:34,12/07/2023,Refrigerante lata,4.7,4,12,Ana,cartão_debito,18.8
629.475.813-00,21:59,15/07/2023,Vinho,17.7,10,1,Maria Cecília,pix,177.0
531.480.729-79,12:28,04/07/2023,Escova dental,15.5,3,16,Stephany,cartão_debito,46.5
301.698.547-01,20:32,25/07/2023,Sal,2.3,6,10,Maria Cecília,dinheiro,13.8
982.546.103-98,16:44,01/07/2023,Cenoura,7.1,4,1,Maria Julia,cartão_credito,28.4
840.617.235-53,12:29,26/07/2023,Tomate,8.2,1,21,Natália,pix,8.2
791.230.458-41,17:23,20/07/2023,Arroz,21.7,1,11,Natália,cartão_debito,21.7
943.102.856-51,10:16,15/07/2023,Alcatra,45.7,10,11,Stephany,dinheiro,457.0
519.734.206-43,12:52,05/07/2023,Tomate,8.2,2,21,Maria Cecília,cartão_debito,16.4
984.013.257-14,18:55,13/07/2023,Cerveja,7.5,5,19,Maria Cecília,cartão_credito,37.5
752.631.049-52,21:41,20/07/2023,Detergente liquido,2.5,8,17,Brenda,cartão_debito,20.0
529.834.061-05,14:15,27/07/2023,Sabonete,3.5,3,1,Stephany,cartão_credito,10.5
269.731.504-70,15:50,12/07/2023,Vinho,17.7,6,10,Maria Cecília,cartão_credito,106.2
207.651.839-86,22:16,12/07/2023,Cafe,9.5,1,7,Natália,dinheiro,9.5
846.732.951-37,15:46,25/07/2023,Arroz,21.7,4,17,Maria Luiza,cartão_debito,86.8
732.650.914-06,08:09,08/07/2023,Alcatra,45.7,6,20,Maria Luiza,pix,274.2
910.853.267-21,10:02,06/07/2023,Picanha,50.4,5,6,Milena,pix,252.0
738.596.420-65,20:13,01/07/2023,Sal,2.3,4,7,Brenda,dinheiro,9.2
329.801.564-42,18:44,30/07/2023,Sabonete,3.5,10,21,Stephany,cartão_credito,35.0
436.891.750-20,15:26,07/07/2023,Ovos,18.2,1,19,Caroline,pix,18.2
910.853.267-21,18:58,25/07/2023,Gelatina,2.4,5,19,Maria Luiza,cartão_debito,12.0
980.267.513-02,16:12,30/07/2023,Picanha,50.4,1,9,Brenda,pix,50.4
857.132.409-32,13:11,26/07/2023,Feijão,15.5,3,11,Maria Luiza,dinheiro,46.5
360.478.219-87,12:01,04/07/2023,Cafe,9.5,9,11,Natália,dinheiro,85.5
921.543.870-04,09:36,30/07/2023,Açúcar,25.5,5,10,Natália,cartão_credito,127.5
762.945.831-28,16:53,15/07/2023,Cafe,9.5,4,13,Maria Cecília,cartão_debito,38.0
036.821.497-40,11:25,01/07/2023,Alcatra,45.7,5,18,Maria Julia,pix,228.5
810.295.463-98,10:18,22/07/2023,Vinho,17.7,1,9,Maria Julia,cartão_debito,17.7
803.615.947-39,18:37,03/07/2023,Picanha,50.4,3,7,Isadora,cartão_debito,151.2
910.853.267-21,17:11,24/07/2023,Feijão,15.5,4,20,Isadora,pix,62.0
531.480.729-79,19:24,22/07/2023,Óleo de cozinha,8.9,8,16,Maria Cecília,cartão_credito,71.2
702.431.958-50,14:08,02/07/2023,Refrigerante lata,4.7,6,8,Isadora,cartão_credito,28.2
846.732.951-37,11:53,12/07/2023,Gelatina,2.4,9,2,Ana,cartão_debito,21.6
261.850.473-90,21:55,21/07/2023,Ovos,18.2,9,11,Natália,cartão_debito,163.8
906.172.385-02,22:18,13/07/2023,Cerveja,7.5,7,3,Stephany,cartão_debito,52.5
614.297.038-22,16:32,06/07/2023,Detergente liquido,2.5,8,7,Milena,dinheiro,20.0
207.651.839-86,18:26,17/07/2023,Feijão,15.5,1,4,Caroline,pix,15.5
102.358.947-88,18:05,07/07/2023,Açúcar,25.5,3,15,Milena,cartão_debito,76.5
369.841.052-42,14:47,06/07/2023,Sabonete,3.5,10,20,Maria Julia,dinheiro,35.0
012.875.936-40,13:01,07/07/2023,Cenoura,7.1,4,13,Ana,cartão_credito,28.4
719.628.034-22,20:32,25/07/2023,Alcatra,45.7,6,9,Isadora,cartão_debito,274.2
154.293.076-61,20:00,01/07/2023,Vinho,17.7,8,21,Brenda,cartão_credito,141.6
462.179.385-37,10:08,11/07/2023,Ovos,18.2,10,2,Milena,cartão_debito,182.0
803.615.947-39,20:30,02/07/2023,Farinha,2.7,8,21,Natália,dinheiro,21.6
629.475.813-00,14:55,01/07/2023,File de frango,19.2,6,5,Maria Luiza,pix,115.2
034.278.591-50,13:06,24/07/2023,Açúcar,25.5,9,3,Maria Cecília,dinheiro,229.5
138.456.920-06,14:27,12/07/2023,Vinho,17.7,3,21,Natália,pix,53.1
906.172.385-02,08:18,24/07/2023,Cerveja,7.5,3,5,Isadora,cartão_credito,22.5
695.281.740-94,11:48,15/07/2023,Tomate,8.2,1,16,Milena,cartão_credito,8.2
198.250.437-41,15:07,12/07/2023,Picanha,50.4,5,21,Maria Julia,pix,252.0
921.543.870-04,09:30,15/07/2023,Detergente liquido,2.5,3,3,Stephany,cartão_debito,7.5
048.196.375-84,19:45,22/07/2023,Cenoura,7.1,9,10,Maria Julia,dinheiro,63.9
254.193.867-55,13:36,21/07/2023,Esponja de aço,5.5,6,2,Milena,cartão_credito,33.0
863.125.974-82,09:22,20/07/2023,Cenoura,7.1,3,13,Natália,cartão_credito,21.3
419.720.853-79,08:32,26/07/2023,Ovos,18.2,5,15,Maria Julia,cartão_credito,91.0
910.853.267-21,15:50,29/07/2023,Linguiça frango,9.7,7,2,Brenda,cartão_credito,67.9
853.164.790-84,14:13,21/07/2023,Ovos,18.2,2,13,Natália,cartão_debito,36.4
614.297.038-22,11:22,16/07/2023,Esponja de aço,5.5,3,9,Stephany,cartão_debito,16.5
034.278.591-50,12:43,22/07/2023,File de frango,19.2,7,17,Maria Cecília,cartão_credito,134.4
963.128.074-87,15:43,26/07/2023,Farinha,2.7,1,6,Maria Cecília,cartão_debito,2.7
857.132.409-32,11:52,15/07/2023,Arroz,21.7,8,5,Maria Luiza,cartão_credito,173.6
738.596.420-65,12:39,05/07/2023,Refrigerante lata,4.7,5,5,Maria Luiza,pix,23.5
138.456.920-06,17:55,03/07/2023,File de frango,19.2,3,2,Brenda,pix,57.6
521.364.079-61,10:38,06/07/2023,Detergente liquido,2.5,3,17,Maria Cecília,cartão_credito,7.5
130.294.586-60,20:27,20/07/2023,Esponja de aço,5.5,5,15,Natália,cartão_debito,27.5
215.873.490-60,18:52,07/07/2023,Gelatina,2.4,4,14,Maria Luiza,cartão_credito,9.6
531.480.729-79,18:11,01/07/2023,Detergente liquido,2.5,10,15,Maria Luiza,cartão_credito,25.0
695.281.740-94,22:40,24/07/2023,Cenoura,7.1,7,3,Isadora,cartão_debito,49.7
604.938.712-50,21:53,17/07/2023,Gelatina,2.4,9,13,Brenda,pix,21.6
215.873.490-60,20:58,04/07/2023,Tomate,8.2,6,21,Maria Luiza,cartão_credito,49.2
723.510.694-80,20:08,19/07/2023,Açúcar,25.5,1,2,Brenda,cartão_debito,25.5
468.307.129-04,11:17,22/07/2023,Arroz,21.7,4,1,Stephany,cartão_debito,86.8
069.738.451-93,19:54,27/07/2023,Sabonete,3.5,10,19,Natália,dinheiro,35.0
529.834.061-05,18:13,19/07/2023,Cerveja,7.5,10,20,Caroline,pix,75.0
803.615.947-39,16:03,02/07/2023,Gelatina,2.4,10,13,Stephany,pix,24.0
614.297.038-22,08:03,25/07/2023,Sal,2.3,8,19,Brenda,dinheiro,18.4
723.510.694-80,21:50,25/07/2023,Cafe,9.5,1,20,Maria Luiza,cartão_debito,9.5
689.231.745-64,20:27,05/07/2023,Farinha,2.7,2,21,Isadora,cartão_debito,5.4
652.378.904-74,17:34,03/07/2023,Ovos,18.2,10,3,Caroline,cartão_credito,182.0
890.234.517-32,19:03,24/07/2023,Arroz,21.7,4,6,Natália,cartão_credito,86.8
719.628.034-22,21:17,11/07/2023,Tomate,8.2,7,5,Ana,cartão_credito,57.4
846.732.951-37,15:49,08/07/2023,Arroz,21.7,2,5,Maria Cecília,dinheiro,43.4
695.281.740-94,11:09,06/07/2023,Óleo de cozinha,8.9,6,10,Isadora,cartão_debito,53.4
301.698.547-01,20:56,26/07/2023,Alcatra,45.7,10,11,Stephany,cartão_credito,457.0
803.615.947-39,18:38,25/07/2023,Escova dental,15.5,10,1,Maria Julia,dinheiro,155.0
702.431.958-50,20:44,29/07/2023,Morango,7.5,8,6,Stephany,cartão_credito,60.0
768.023.591-03,14:09,30/07/2023,Detergente liquido,2.5,1,10,Milena,cartão_debito,2.5
301.698.547-01,20:06,19/07/2023,Cenoura,7.1,4,1,Natália,cartão_credito,28.4
752.631.049-52,15:55,14/07/2023,Picanha,50.4,1,20,Stephany,cartão_debito,50.4
462.179.385-37,10:45,21/07/2023,Cerveja,7.5,7,3,Maria Luiza,cartão_credito,52.5
130.294.586-60,11:00,16/07/2023,Refrigerante lata,4.7,4,9,Maria Luiza,cartão_credito,18.8
784.956.031-01,11:51,10/07/2023,Linguiça frango,9.7,4,20,Maria Luiza,cartão_credito,38.8
546.078.231-71,08:37,26/07/2023,Alcatra,45.7,9,19,Maria Luiza,cartão_credito,411.3
564.823.109-15,13:10,25/07/2023,Vinho,17.7,5,21,Isadora,pix,88.5
261.850.473-90,14:00,10/07/2023,Vinho,17.7,5,20,Caroline,cartão_credito,88.5
785.146.023-90,18:56,21/07/2023,Açúcar,25.5,8,15,Maria Luiza,cartão_credito,204.0
762.945.831-28,19:15,14/07/2023,Refrigerante lata,4.7,4,1,Natália,pix,18.8
805.614.923-60,22:50,26/07/2023,Esponja de aço,5.5,1,4,Brenda,cartão_debito,5.5
096.785.421-02,22:48,27/07/2023,Sal,2.3,4,17,Maria Julia,dinheiro,9.2
853.164.790-84,15:53,21/07/2023,Gelatina,2.4,2,19,Natália,dinheiro,4.8
138.456.920-06,15:05,22/07/2023,File de frango,19.2,10,21,Caroline,cartão_debito,192.0
215.873.490-60,12:02,10/07/2023,Cenoura,7.1,10,2,Maria Julia,cartão_credito,71.0
593.641.287-37,17:46,11/07/2023,Sal,2.3,7,9,Maria Cecília,cartão_credito,16.1
073.241.958-14,20:18,01/07/2023,Óleo de cozinha,8.9,6,14,Maria Luiza,pix,53.4
529.834.061-05,19:44,29/07/2023,Esponja de aço,5.5,2,7,Maria Cecília,pix,11.0
675.430.128-71,09:35,02/07/2023,Picanha,50.4,6,10,Natália,pix,302.4
864.279.053-92,18:23,16/07/2023,Picanha,50.4,2,15,Maria Luiza,cartão_credito,100.8
462.179.385-37,18:05,11/07/2023,Refrigerante lata,4.7,4,17,Natália,pix,18.8
810.295.463-98,11:59,19/07/2023,Açúcar,25.5,1,20,Stephany,dinheiro,25.5
857.132.409-32,12:40,10/07/2023,Gelatina,2.4,9,20,Maria Luiza,pix,21.6
531.480.729-79,16:10,04/07/2023,Cerveja,7.5,9,2,Natália,cartão_debito,67.5
845.607.391-10,21:02,02/07/2023,Feijão,15.5,1,14,Natália,dinheiro,15.5
